Media Source,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
The New York Times,"Today, forgive yourself for putting off that one thing (you know what thing) and just finish it https://t.co/Q4v15Tj701",Mon Mar 12 07:52:51 +0000 2018,0.2732,0.11,0.89,0.0,86
The New York Times,News Analysis: A Sudden Promotion Raises Questions in the Brussels Bubble https://t.co/ArZFkCu7dK,Mon Mar 12 07:34:57 +0000 2018,0.0,0.0,1.0,0.0,87
The New York Times,The phone booth is back. Kind of. https://t.co/nVYxT4REOp,Mon Mar 12 07:20:42 +0000 2018,0.0,0.0,1.0,0.0,88
The New York Times,It’s Tax Time! Here’s What to Know This Year https://t.co/nZiCkce8kK,Mon Mar 12 07:02:43 +0000 2018,0.0,0.0,1.0,0.0,89
The New York Times,"🐧 x 1.5 million! “It’s always good news when you find new penguins."" https://t.co/p4oeetpAZP",Mon Mar 12 06:52:08 +0000 2018,0.4926,0.225,0.775,0.0,90
The New York Times,Here's the 2018 election calendar https://t.co/yJ3PDxGjTF,Mon Mar 12 06:35:18 +0000 2018,0.0,0.0,1.0,0.0,91
The New York Times,"“For so many women who are getting tattooed, it’s a very intimidating process.” These tattoo parlors want to change… https://t.co/nuerK7TdWe",Mon Mar 12 06:18:32 +0000 2018,-0.4391,0.06,0.791,0.149,92
The New York Times,"If the mainstream media is a perennial enemy of the right, Big Tech is a fresh and novel foe https://t.co/Sn1CN7TXac",Mon Mar 12 06:01:55 +0000 2018,-0.4215,0.184,0.56,0.256,93
The New York Times,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/IVf0gttk3V",Mon Mar 12 05:45:29 +0000 2018,0.0,0.0,1.0,0.0,94
The New York Times,Your yard might play a surprisingly large role in fighting climate change https://t.co/GJ1xCkcwQd,Mon Mar 12 05:27:24 +0000 2018,0.2732,0.286,0.559,0.155,95
The New York Times,"In search of reasonable rent, the middle-class backbone of San Francisco — maitre d’s, teachers, bookstore managers… https://t.co/xz6w0PqNYM",Mon Mar 12 05:09:16 +0000 2018,0.0,0.0,1.0,0.0,96
The New York Times,Forests protect the climate. A future with more storms would mean trouble. https://t.co/XPXHcTAkFD,Mon Mar 12 04:52:52 +0000 2018,-0.0258,0.17,0.654,0.176,97
The New York Times,"On the 20th Anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/QvcTPof0T9",Mon Mar 12 04:35:24 +0000 2018,0.0,0.0,1.0,0.0,98
The New York Times,"A week's worth of gas. A few gallons of milk. Few are complaining, but many in the working class are not feeling fl… https://t.co/jNQ2epY03D",Mon Mar 12 04:17:36 +0000 2018,-0.1293,0.062,0.812,0.126,99
The New York Times,On College Basketball: Virginia Tops N.C.A.A. Bracket in a Season Marked by Scandal https://t.co/6JdXR4v4Ta,Mon Mar 12 03:59:33 +0000 2018,0.1027,0.192,0.64,0.169,100
The New York Times,"The picture shows a boy perched on a sofa, reaching for a pink flower. It's the sort of snapshot parents all over t… https://t.co/ADAyR4JLPF",Mon Mar 12 03:47:06 +0000 2018,0.2023,0.083,0.917,0.0,101
The New York Times,"""When I opened it and saw the content, I was horrified.""

""Punish a Muslim Day"" letters have prompted a national co… https://t.co/FIHhTQ6bNU",Mon Mar 12 03:33:03 +0000 2018,-0.5267,0.0,0.833,0.167,102
The New York Times,RT @jimrutenberg: Stormy Daniels’ attorney @MichaelAvenatti works aggressive media strategy for a simple goal: let her speak. (Says he’s ha…,Mon Mar 12 03:17:03 +0000 2018,-0.1531,0.0,0.918,0.082,103
The New York Times,“I don’t think that the Brooklyn Bridge would be standing were it not for her” https://t.co/UANMUZ0HeR,Mon Mar 12 03:00:17 +0000 2018,0.0,0.0,1.0,0.0,104
The New York Times,Need a bracket? Here’s a printable version. https://t.co/vGnAAXalU6,Mon Mar 12 02:35:11 +0000 2018,0.0,0.0,1.0,0.0,105
The New York Times,"Virginia, Villanova, Kansas and Xavier are the top seeds in the men's NCAA tournament. Here's a look at the entire… https://t.co/3rSsFzZSlg",Mon Mar 12 02:31:04 +0000 2018,0.2023,0.087,0.913,0.0,106
The New York Times,"David Chase, creator of ""The Sopranos,"" is working on a prequel set in the 1960s: ""The Many Saints of Newark"" https://t.co/o7P2mTaLDo",Mon Mar 12 02:17:06 +0000 2018,0.0,0.0,1.0,0.0,107
The New York Times,"RT @nytopinion: Regardless of what the publishing industry seems to think, our babies don’t spend their days thinking about Martin Luther K…",Mon Mar 12 02:16:05 +0000 2018,0.0,0.0,1.0,0.0,108
The New York Times,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/h52C8ck3Dd",Mon Mar 12 02:00:32 +0000 2018,0.0,0.0,1.0,0.0,109
The New York Times,The Mideast Peace Plan Is Nearly Finished. Is It Dead on Arrival? https://t.co/4ngRC5BPzM,Mon Mar 12 01:51:48 +0000 2018,-0.2023,0.186,0.585,0.229,110
The New York Times,"On Golf: He Stuck to Golf: Tiger Woods, Roaring Back, Ties for 2nd https://t.co/fzUW3jVyDP",Mon Mar 12 01:32:24 +0000 2018,-0.25,0.0,0.867,0.133,111
The New York Times,"In Opinion

Op-Ed contributor Stoya writes, ""We can hide our heads in the sand, or we can tackle the job of underst… https://t.co/3MmGuHicRi",Mon Mar 12 01:24:50 +0000 2018,-0.1779,0.0,0.928,0.072,112
The New York Times,Saudi Aramco Public Listing May Be Delayed Until 2019 https://t.co/mpNJqhbmq2,Mon Mar 12 01:08:24 +0000 2018,-0.2263,0.0,0.826,0.174,113
The New York Times,Breaking News: At least two people died in a helicopter crash in the East River off Manhattan. Divers were searchin… https://t.co/4YGIeCkukf,Mon Mar 12 01:05:48 +0000 2018,-0.743,0.0,0.741,0.259,114
The New York Times,"Editorial: ‘Never Again,’ Holocaust Museum Tells Burmese Leader https://t.co/1Xe8EHVLzw",Mon Mar 12 01:03:38 +0000 2018,0.0,0.0,1.0,0.0,115
The New York Times,"Over 5 months after Hurricane Maria plowed through Puerto Rico, some parts of the island are still in the dark. It… https://t.co/OQdqynACM1",Mon Mar 12 01:02:25 +0000 2018,0.0,0.0,1.0,0.0,116
The New York Times,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/im0f4eQnLp",Mon Mar 12 00:45:17 +0000 2018,0.3182,0.145,0.769,0.086,117
The New York Times,RT @NYTMetro: Units with the New York City Fire Department are searching the East River near Roosevelt Island after reports of a helicopter…,Mon Mar 12 00:28:04 +0000 2018,-0.34,0.0,0.897,0.103,118
The New York Times,"RT @NYTSports: A snubs list at the NCAA tournament has to start with the first four teams eliminated: Baylor, Notre Dame, Saint Mary’s and…",Mon Mar 12 00:20:03 +0000 2018,-0.4767,0.0,0.876,0.124,119
The New York Times,"RT @NYTSports: Virginia, Villanova, Kansas and Xavier are the top seeds in the men's NCAA tournament. Here's a look at the entire field. ht…",Mon Mar 12 00:19:58 +0000 2018,0.2023,0.076,0.924,0.0,120
The New York Times,Kevin Zeich had 3 and a half years left on his prison sentence. His doctors said he had less than half that long to… https://t.co/bv0W9JJFSa,Mon Mar 12 00:10:41 +0000 2018,-0.4588,0.051,0.82,0.129,121
The New York Times,"Helicopter Crashes in East River Off Manhattan, Officials Report https://t.co/7rOLWTdZ5e",Sun Mar 11 23:54:00 +0000 2018,0.0,0.0,1.0,0.0,122
The New York Times,"First Ray, then Patsy, now Joe. After a period of peace, another pizza war has broken out in New York City. https://t.co/8GhVhZkZue",Sun Mar 11 23:40:59 +0000 2018,-0.5423,0.123,0.632,0.246,123
The New York Times,‘Punish a Muslim Day’ Letters Rattle U.K. Communities https://t.co/hjbTTl7FA7,Sun Mar 11 23:20:56 +0000 2018,0.0,0.0,1.0,0.0,124
