Media Source,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
BBC News (UK),Russian spy: Rudd to chair Cobra after crime scene visit https://t.co/iF8E4VPPLv,Sat Mar 10 05:33:11 +0000 2018,-0.5423,0.0,0.741,0.259,145
BBC News (UK),High staff sickness at troubled Powys children's service https://t.co/OqVYcKTyK0,Sat Mar 10 04:46:37 +0000 2018,-0.4588,0.0,0.727,0.273,146
BBC News (UK),"No ban for Southend music teacher who gave girl, 13, gifts https://t.co/8vNcdtWS1Y",Sat Mar 10 04:11:55 +0000 2018,-0.7003,0.0,0.633,0.367,147
BBC News (UK),'Poo-shaming' map hopes to tackle dog fouling https://t.co/bavnt43XaP,Sat Mar 10 04:11:55 +0000 2018,0.4215,0.286,0.714,0.0,148
BBC News (UK),St Ives honours its World War One poet pilot https://t.co/6P31Gsyz7a,Sat Mar 10 04:11:55 +0000 2018,-0.1779,0.212,0.53,0.258,149
BBC News (UK),Former miners wrongly told they owe thousands in tax https://t.co/viWzIMErqR,Sat Mar 10 04:11:55 +0000 2018,0.0,0.0,1.0,0.0,150
BBC News (UK),Winter Paralympics: Millie Knight and Brett Wild win downhill silver https://t.co/PAZ9Ucjdkl,Sat Mar 10 03:50:50 +0000 2018,0.5859,0.275,0.725,0.0,151
BBC News (UK),Westminster attack PC Keith Palmer awarded for bravery https://t.co/EbLYMnNDJz,Sat Mar 10 03:50:50 +0000 2018,0.4215,0.393,0.4,0.207,152
BBC News (UK),Damian Hinds to cut workload to tackle teacher shortage https://t.co/0fAItYVSTi,Sat Mar 10 02:44:57 +0000 2018,-0.4767,0.0,0.661,0.339,153
BBC News (UK),"Saturday's I Weekend: ""Nuclear gamble with N Korea stuns World"" 
#tomorrowspaperstoday #bbcpapers
(via @hendopolis)
https://t.co/zWq6GxUtT3",Fri Mar 09 22:17:59 +0000 2018,0.0258,0.084,0.916,0.0,154
BBC News (UK),"Saturday's FT Weekend: ""White House denies summit is win for Kim"" 
#tomorrowspaperstoday #bbcpapers
(via… https://t.co/vb0dlf309r",Fri Mar 09 22:17:43 +0000 2018,0.25,0.194,0.663,0.143,155
BBC News (UK),Mum who halved weight after rollercoaster trauma wins award https://t.co/GvUvkYtDUn,Fri Mar 09 20:57:44 +0000 2018,0.6597,0.424,0.412,0.165,156
BBC News (UK),Corbyn: Labour Brexit approach 'sensible' https://t.co/Pq1gWx1BPM,Fri Mar 09 18:24:38 +0000 2018,0.0,0.0,1.0,0.0,157
BBC News (UK),"Northampton General Hospital: Man, 85, 'died due to overcrowding' https://t.co/M5XusnfLHr",Fri Mar 09 18:24:38 +0000 2018,-0.5574,0.0,0.714,0.286,158
BBC News (UK),"BME label insulting, says ex-minister Priti Patel https://t.co/A7slQpwI2M",Fri Mar 09 17:01:05 +0000 2018,-0.4939,0.0,0.686,0.314,159
BBC News (UK),IoD's chairwoman Lady Judge resigns https://t.co/5SofZpbwC6,Fri Mar 09 16:51:39 +0000 2018,-0.3182,0.0,0.685,0.315,160
BBC News (UK),"RT @BBCSport: What an incredible story.

Angie Malone was paralysed in a car accident as a teenager, in her 40s she trained through cancer…",Fri Mar 09 16:46:03 +0000 2018,-0.4767,0.0,0.871,0.129,161
BBC News (UK),"RT @BBCSport: Pep Guardiola has been fined £20,000 for wearing a yellow ribbon on the touchline during the #FACup fifth-round loss at Wigan…",Fri Mar 09 16:01:49 +0000 2018,-0.3182,0.0,0.901,0.099,162
BBC News (UK),Human genome pioneer dies https://t.co/zzg6D8KChn,Fri Mar 09 15:28:20 +0000 2018,0.0,0.0,1.0,0.0,163
BBC News (UK),'Superwoman' surgeon thanked for eight-mile snow trek https://t.co/Pm7nMU8VoQ,Fri Mar 09 13:22:52 +0000 2018,0.4404,0.293,0.707,0.0,164
BBC News (UK),RT @BBCSport: Chris Froome says he 'completely backs' Sir Dave Brailsford staying on as Team Sky principal after he was criticised in a dop…,Fri Mar 09 13:19:19 +0000 2018,-0.5095,0.0,0.83,0.17,165
BBC News (UK),Downing St 'concern' at MP bullying claims https://t.co/aKQF3jIarB,Fri Mar 09 13:18:30 +0000 2018,-0.5994,0.0,0.642,0.358,166
BBC News (UK),UK construction output in biggest fall since 2012 https://t.co/CfjXoJYYrP,Fri Mar 09 13:18:27 +0000 2018,0.0,0.0,1.0,0.0,167
BBC News (UK),Parsons Green: Tube bomb had 400g of 'unstable explosive' https://t.co/6sVFjtvQ9r,Fri Mar 09 12:20:41 +0000 2018,-0.6908,0.0,0.584,0.416,168
BBC News (UK),"Military deployed to Salisbury after Russian spy poisoning

https://t.co/6kInWwbpaI https://t.co/BLU7TNIKTf",Fri Mar 09 12:16:04 +0000 2018,-0.5859,0.0,0.703,0.297,169
BBC News (UK),"Our priority is making sure emergency services have support they need -
 Home Secretary @AmberRuddHR on Salisbury s… https://t.co/qX0jJEoKH0",Fri Mar 09 11:32:03 +0000 2018,0.34,0.221,0.664,0.115,170
BBC News (UK),Ffiona Scourfield death: Boy in court charged with murder https://t.co/md1gwBvSbJ,Fri Mar 09 11:29:18 +0000 2018,-0.886,0.0,0.402,0.598,171
BBC News (UK),"RT @BBCSport: The opening ceremony of the Winter Paralympics is happening right now. 🙌 

Wondering what's on and when?

Here's everything y…",Fri Mar 09 11:20:49 +0000 2018,0.0,0.0,1.0,0.0,172
BBC News (UK),Russian spy: Troops deployed after Russian spy poisoning https://t.co/3Xh0Qqwg1W,Fri Mar 09 11:05:05 +0000 2018,-0.5859,0.0,0.678,0.322,173
BBC News (UK),Oxford University sorry for International Women's Day cleaner gaffe https://t.co/HAVmgVTx3u,Fri Mar 09 10:43:40 +0000 2018,0.1027,0.155,0.727,0.118,174
BBC News (UK),Liam Colgan's family say the search for him 'won't stop' https://t.co/QJi5vFLaj5,Fri Mar 09 10:26:33 +0000 2018,0.2235,0.159,0.841,0.0,175
BBC News (UK),UK to seek exemption from US steel tariffs https://t.co/xkorE3iTnh,Fri Mar 09 10:10:10 +0000 2018,0.0,0.0,1.0,0.0,176
BBC News (UK),"RT @BBCNewsnight: Bullying, harassment and intimidation in the House of Commons – watch the exclusive report by @xtophercook and @LucindaCD…",Fri Mar 09 10:03:58 +0000 2018,-0.8658,0.056,0.562,0.382,177
BBC News (UK),RT @bbcouch: Could you face the fear of skiing blind at 70mph? Find out how world champ and @paralympicsGB skier @knight_millie faced her b…,Fri Mar 09 09:57:13 +0000 2018,-0.4215,0.103,0.7,0.197,178
BBC News (UK),Racist Nottingham Trent University halls chants: Three released https://t.co/l9Qfy2rV3H,Fri Mar 09 09:35:18 +0000 2018,-0.6124,0.0,0.667,0.333,179
BBC News (UK),Russian spy: Foreign minister says Russia willing to help in inquiry https://t.co/S2WSL5RR2f,Fri Mar 09 09:26:48 +0000 2018,0.4019,0.197,0.803,0.0,180
BBC News (UK),"RT @VictoriaLIVE: Friday's @VictoriaLIVE with @ChloeTilley
▪️Trump accepts 'milestone' meeting with Kim
▪️Acid attack survivor on the day h…",Fri Mar 09 08:52:57 +0000 2018,0.1779,0.201,0.669,0.13,181
BBC News (UK),RT @bbcbaxter: Are you worried about the cost of #peanutbutter #harleydavidson bikes #Levis &amp; #Bourbon whisky potentially going up? #Tarrif…,Fri Mar 09 08:42:23 +0000 2018,-0.296,0.0,0.896,0.104,182
BBC News (UK),"RT @BBCWorld: In case you're just waking up: 

Obama is going to Netflix and Trump is going to North Korea. 

He has accepted an invite fro…",Fri Mar 09 06:21:41 +0000 2018,0.4019,0.134,0.866,0.0,183
BBC News (UK),Talks on three-year pay deal for NHS staff 'positive' https://t.co/MAYaJJD4Y2,Fri Mar 09 06:02:06 +0000 2018,-0.1027,0.0,0.865,0.135,184
BBC News (UK),Ministers reject 'latte levy' on cups https://t.co/LrlRXJD7NK,Fri Mar 09 05:28:01 +0000 2018,-0.4019,0.0,0.69,0.31,185
BBC News (UK),M25 rapist Antoni Imiela dies in prison aged 63 https://t.co/bozvKbP5RL,Fri Mar 09 05:27:58 +0000 2018,-0.8481,0.0,0.494,0.506,186
BBC News (UK),UK parents help less with homework https://t.co/HsDZOMLEBF,Fri Mar 09 02:54:48 +0000 2018,0.4019,0.31,0.69,0.0,187
BBC News (UK),Poor rural Victorians 'had best diet' https://t.co/z45F0ei9MW,Fri Mar 09 02:36:42 +0000 2018,0.2732,0.341,0.407,0.252,188
BBC News (UK),Wagamama fined for failing to pay the minimum wage https://t.co/MZDiPxknLR,Fri Mar 09 01:55:42 +0000 2018,-0.5719,0.0,0.63,0.37,189
BBC News (UK),Building Stonehenge 'may have been ceremonial celebration' https://t.co/blTbWsqvXS,Fri Mar 09 01:31:06 +0000 2018,0.0,0.0,1.0,0.0,190
BBC News (UK),Cheddar Gorge abseiling team's 'extreme spring clean' https://t.co/8jGUPuTbJW,Fri Mar 09 01:31:06 +0000 2018,0.4019,0.278,0.722,0.0,191
BBC News (UK),Cardiff Bay Toys R Us store site 'to become beach' https://t.co/WnmW1UEsJN,Fri Mar 09 01:31:06 +0000 2018,0.0,0.0,1.0,0.0,192
BBC News (UK),Drive to boost red squirrel numbers in Denbighshire https://t.co/t4vlvRHS1Q,Fri Mar 09 01:31:06 +0000 2018,0.4019,0.252,0.748,0.0,193
BBC News (UK),Barry McElduff questioned over Kingsmill video https://t.co/TIugy9CLRX,Fri Mar 09 01:21:48 +0000 2018,-0.1027,0.0,0.811,0.189,194
BBC News (UK),NI budget to include £410m from DUP deal https://t.co/36Tq82mc0o,Fri Mar 09 01:21:48 +0000 2018,0.0,0.0,1.0,0.0,195
BBC News (UK),House of Commons Speaker John Bercow named in bullying claims https://t.co/Oil0npaXeX,Fri Mar 09 01:08:52 +0000 2018,-0.5994,0.0,0.719,0.281,196
BBC News (UK),"Friday's Daily Mirror: ""M25 rapist is dead"" 
#tomorrowspaperstoday #bbcpapers
(via@hendopolis)
https://t.co/WrEtG5WOn6",Thu Mar 08 22:37:52 +0000 2018,-0.8807,0.0,0.495,0.505,197
BBC News (UK),"Friday's The Times: ""Traitors are not safe on British soil says Russia"" #tomorrowspaperstoday 
#bbcpapers
(via@hend… https://t.co/n4xXnQc2FR",Thu Mar 08 22:36:35 +0000 2018,-0.3412,0.0,0.862,0.138,198
BBC News (UK),"Friday's The Guardian: ""Ministers set to offer NHS staff 6.5% rise"" #tomorrowspaperstoday #bbcpapers
(via@hendopoli… https://t.co/NgR2ndpYCM",Thu Mar 08 22:36:18 +0000 2018,0.0,0.0,1.0,0.0,199
BBC News (UK),"Friday's The Sun: ""Our lad's beating Vlad""
#tomorrowspaperstoday #bbcpapers
(via@hendopolis)
https://t.co/SlvYV4RpEj",Thu Mar 08 22:36:03 +0000 2018,-0.4588,0.0,0.769,0.231,200
BBC News (UK),"Friday's Daily Telegraph: ""Give blood pressure drugs to half of UK"" #tomorrowspaperstoday #bbcpapers
(via@hendopoli… https://t.co/MEtwkaGToP",Thu Mar 08 22:35:40 +0000 2018,-0.296,0.0,0.864,0.136,201
BBC News (UK),"IoD chair accused of racist, sexist, and bullying behaviour https://t.co/CHUQf5E6A0",Thu Mar 08 20:31:12 +0000 2018,-0.8779,0.0,0.409,0.591,202
BBC News (UK),"RT @BBCSport: Back to winning ways!

Arsenal put their problems to one side at AC Milan tonight.

Report: https://t.co/mccQRitaoZ #UEL http…",Thu Mar 08 20:28:10 +0000 2018,0.2481,0.145,0.748,0.106,203
BBC News (UK),Knuckle-duster attack woman 'let down by system' https://t.co/N09QbEE601,Thu Mar 08 20:12:33 +0000 2018,-0.4767,0.0,0.693,0.307,204
BBC News (UK),RT @BBC_HaveYourSay: The NHS is 70 years old this year. We want you to share your memories and stories with us. More details here: https://…,Thu Mar 08 19:53:19 +0000 2018,0.3612,0.132,0.868,0.0,205
BBC News (UK),UK government to press on with Brexit bill despite no agreement https://t.co/ojS1S6iDNe,Thu Mar 08 19:07:31 +0000 2018,-0.1877,0.13,0.689,0.181,206
BBC News (UK),KFC in partial return to ex-supplier Bidvest https://t.co/hwAqHmbcTw,Thu Mar 08 18:20:53 +0000 2018,0.0,0.0,1.0,0.0,207
BBC News (UK),Russian spy: Police name officer injured in attack https://t.co/wWN6SOQnBK,Thu Mar 08 18:05:02 +0000 2018,-0.7003,0.0,0.547,0.453,208
BBC News (UK),"RT @BBCSport: AC Milan 🆚 Arsenal is under way! ⚽

Live: https://t.co/zImCV3VBWi #UEL https://t.co/ofVfqBjrMN",Thu Mar 08 18:03:13 +0000 2018,0.0,0.0,1.0,0.0,209
BBC News (UK),University exams could be hit by new strike action https://t.co/lPityhiUEJ,Thu Mar 08 17:29:30 +0000 2018,-0.128,0.0,0.857,0.143,210
BBC News (UK),"RT @BBCSport: Aaron Ramsey is back in the Arsenal team to take on AC Milan tonight.

📋 Team news and live build-up: https://t.co/zImCV3VBWi…",Thu Mar 08 17:11:29 +0000 2018,0.0,0.0,1.0,0.0,211
BBC News (UK),"Meghan Markle hug a 'dream come true' for girl, 10 https://t.co/IuIYokQQKF",Thu Mar 08 16:55:54 +0000 2018,0.7845,0.53,0.47,0.0,212
BBC News (UK),"RT @bbc5live: “He was a gem""

Oscar-winning actress @SusanSarandon tells @AnnaeFoster the late Paul Newman once gave her part of his salary…",Thu Mar 08 16:47:39 +0000 2018,0.0,0.0,1.0,0.0,213
BBC News (UK),RT @BBCFergusWalsh: Aged 82 but with the immune system of a 20 year old - the hidden benefits of exercise:  https://t.co/md1DyqBKjq https:/…,Thu Mar 08 16:45:09 +0000 2018,0.7351,0.256,0.744,0.0,214
BBC News (UK),How exercise in old age prevents the immune system from declining https://t.co/4sRKRFpO5Y,Thu Mar 08 16:40:18 +0000 2018,0.3612,0.259,0.741,0.0,215
BBC News (UK),Optician who claims to treat autism struck off https://t.co/l3fhAJPm1O,Thu Mar 08 16:08:54 +0000 2018,0.1779,0.231,0.598,0.171,216
BBC News (UK),"Drive carefully 🚗

Freezing temperatures 'will cause more potholes' - RAC says

https://t.co/srg9Mqt8V4 https://t.co/DP1KLze9JS",Thu Mar 08 15:57:11 +0000 2018,0.0258,0.116,0.775,0.109,217
BBC News (UK),"RT @bbc5live: Hollywood actress Susan Sarandon has revealed that the late Paul Newman once gave her part of his salary.

#IWD2018 #Internat…",Thu Mar 08 15:26:24 +0000 2018,0.0,0.0,1.0,0.0,218
BBC News (UK),RT @BBCWorld: Voting for Vladimir - three Russians give their views on Putin https://t.co/vIbTp2D19y,Thu Mar 08 15:24:30 +0000 2018,0.0,0.0,1.0,0.0,219
BBC News (UK),"RT @BBC_HaveYourSay: ""I used to love the snow, but now I don't want to see it ever, ever again.""

https://t.co/KkM0ioD5ZP",Thu Mar 08 14:48:41 +0000 2018,0.3109,0.124,0.812,0.064,220
BBC News (UK),"RT @bbc5live: “It’s a complete privilege to be surrounded by women like that”

On #InternationalWomensDay @StaceyDooley talks about being i…",Thu Mar 08 14:43:52 +0000 2018,0.6124,0.227,0.773,0.0,221
BBC News (UK),RT @BBCBusiness: Is it still appropriate to use models to sell cars? We asked women at the Geneva International Motor Show what they though…,Thu Mar 08 14:38:22 +0000 2018,0.0,0.0,1.0,0.0,222
BBC News (UK),"Perhaps wisely, organisers have booked the brothers to play on different days... at different ends of the UK

https://t.co/XjXZYS6v4D",Thu Mar 08 14:28:49 +0000 2018,0.6369,0.234,0.766,0.0,223
BBC News (UK),Suzanne Pilley murder: 'She was discarded and it is unbearable' https://t.co/0gZswXrpwO,Thu Mar 08 14:23:58 +0000 2018,-0.7964,0.0,0.559,0.441,224
BBC News (UK),M1 crash trucker's firm 'unaware' his licence was revoked https://t.co/wlx0VpZWVJ,Thu Mar 08 14:00:45 +0000 2018,-0.4019,0.0,0.769,0.231,225
BBC News (UK),"RT @BBCSport: North and South Korea marched together under the same flag at the Winter Olympics… but not this time…

Full story: https://t.…",Thu Mar 08 13:55:18 +0000 2018,0.0,0.0,1.0,0.0,226
BBC News (UK),"RT @BBC_HaveYourSay: McDonald’s flip arches as well as burgers to mark #IWD2018 but some people are calling it ‘McFeminism’ 🍔♀️

https://t.…",Thu Mar 08 13:53:44 +0000 2018,0.1406,0.072,0.928,0.0,227
BBC News (UK),"""If I want anyone to take anything away from the show it's that suicide is not the answer.""

What drove Milly Thoma… https://t.co/ldu38Sl4dQ",Thu Mar 08 13:49:20 +0000 2018,-0.6369,0.05,0.775,0.174,228
BBC News (UK),"RT @bbc5live: “That was the end of my childhood”

Money saving expert @MartinSLewis opens up to @tonylivesey about the death of his mum, th…",Thu Mar 08 13:24:39 +0000 2018,-0.5994,0.0,0.855,0.145,229
BBC News (UK),Parsons Green: Jurors shown moment fireball engulfs Tube https://t.co/IpqUSDNaA3,Thu Mar 08 12:45:09 +0000 2018,0.0,0.0,1.0,0.0,230
BBC News (UK),Patients 'left in pain' by surgery delays https://t.co/Nn6JmvPph6,Thu Mar 08 12:39:01 +0000 2018,-0.5106,0.0,0.68,0.32,231
BBC News (UK),"Girl, 11, dies after being struck by loose wheel in Manby https://t.co/3I6TMAodW6",Thu Mar 08 12:18:11 +0000 2018,-0.5106,0.0,0.699,0.301,232
BBC News (UK),"""This was attempted murder in the most cruel and public way"" - home secretary Amber Rudd updates MP's on attempted… https://t.co/xhBcrSv2nN",Thu Mar 08 11:54:14 +0000 2018,-0.8687,0.0,0.672,0.328,233
BBC News (UK),"""Both remain unconscious and in a critical but stable condition"" - home secretary Amber Rudd updates MP's on attemp… https://t.co/vPWdeKyseD",Thu Mar 08 11:44:15 +0000 2018,0.2846,0.137,0.782,0.081,234
BBC News (UK),Freezing temperatures 'will cause more potholes' https://t.co/Ciy4wBIDlo,Thu Mar 08 11:43:09 +0000 2018,-0.1027,0.0,0.811,0.189,235
BBC News (UK),Sea Life Centre animal death rates 'disturbing' https://t.co/9cosTadVp5,Thu Mar 08 10:54:00 +0000 2018,-0.5994,0.0,0.642,0.358,236
BBC News (UK),"Squint and it looks a bit like a lizard, possibly 🤨

https://t.co/7ae6Lvvh9S",Thu Mar 08 10:53:21 +0000 2018,0.3612,0.238,0.762,0.0,237
BBC News (UK),RT @bbcweather: Treacherous conditions on the A19 in North Yorkshire today. #Snow warnings are in force for many parts of the country until…,Thu Mar 08 10:46:30 +0000 2018,-0.296,0.0,0.909,0.091,238
BBC News (UK),"RT @VictoriaLIVE: Russian spy case: 'So far The Kremlin hasn't figured out a way to kill me without getting caught. This is terrifying.'

@…",Thu Mar 08 10:46:11 +0000 2018,-0.6908,0.0,0.824,0.176,239
BBC News (UK),Nottingham Trent University halls 'we hate blacks' chant investigated https://t.co/KDNHRScu7w,Thu Mar 08 10:43:20 +0000 2018,-0.5719,0.0,0.709,0.291,240
BBC News (UK),"RT @VictoriaLIVE: 'Only a high-level and malicious government could use a nerve agent.' - @Billbrowder

https://t.co/jSamFYaNDD https://t.c…",Thu Mar 08 10:20:53 +0000 2018,0.0,0.0,1.0,0.0,241
BBC News (UK),When step-free access on London's Tube... isn't 🚇 https://t.co/0wKG7YOG0H,Thu Mar 08 10:19:17 +0000 2018,0.0,0.0,1.0,0.0,242
BBC News (UK),"Travel problems as snow falls across Yorkshire 

https://t.co/6GpKTBlzY5 https://t.co/zUaWx7Y1Je",Thu Mar 08 10:08:46 +0000 2018,-0.4019,0.0,0.748,0.252,243
BBC News (UK),"RT @BBCHughPym: NHS Eng says 22,800 fewer elective ops/procedures carried out in Jan 18 than Jan 17 - following instruction to hospitals to…",Thu Mar 08 09:58:26 +0000 2018,0.0,0.0,1.0,0.0,244
BBC News (UK),RT @BBCHughPym: 85% patients treated/assessed in A&amp;E units in 4 hrs in Eng in Feb - lowest since modern records began,Thu Mar 08 09:58:13 +0000 2018,-0.3818,0.0,0.874,0.126,245
BBC News (UK),John Lewis staff bonus cut again as profits fall https://t.co/ICwMinfWJN,Thu Mar 08 09:57:58 +0000 2018,0.6486,0.413,0.452,0.135,246
BBC News (UK),Empty-nesters 'resent boomerang kids' https://t.co/3ytMEbZmxe,Thu Mar 08 09:57:58 +0000 2018,-0.1779,0.0,0.702,0.298,247
BBC News (UK),RT @BBCClick: Fashion designer Lina Wassong wants to encourage more women to get into technology. See how here. https://t.co/UFuFz2Kknd,Thu Mar 08 09:51:13 +0000 2018,0.5106,0.155,0.845,0.0,248
BBC News (UK),"RT @bbcrugbyunion: Owen Farrell will captain England for the first time in Saturday's Six Nations match.

Dylan Hartley has been ruled out…",Thu Mar 08 09:35:05 +0000 2018,0.0,0.0,1.0,0.0,249
BBC News (UK),Snow brings school closures and police travel warning https://t.co/xl9Jr9lxi5,Thu Mar 08 09:14:52 +0000 2018,-0.34,0.0,0.769,0.231,250
BBC News (UK),"RT @SallyBundockBBC: #BBCBizLive is marking #IWD2018 with great guests and a female entrepreneur who makes ""foldable shoes"". Plus we are as…",Thu Mar 08 08:37:20 +0000 2018,0.6249,0.177,0.823,0.0,251
BBC News (UK),RT @danroan: ICYMI Pressure builds on Brailsford as head of world cycling tells me he wants UCI investigation into findings of MP's explosi…,Thu Mar 08 08:28:30 +0000 2018,-0.296,0.0,0.909,0.091,252
BBC News (UK),RT @bbcweather: Snow gradually clearing this morning to leave sunshine and showers for most of the country. Here's the forecast for today a…,Thu Mar 08 08:20:57 +0000 2018,0.4588,0.126,0.827,0.047,253
BBC News (UK),"RT @BBCr4today: ""All we're going to say at this stage is that it is a nerve agent,"" says Home Secretary Amber Rudd on the Russian spy attac…",Thu Mar 08 08:18:46 +0000 2018,0.0,0.0,1.0,0.0,254
BBC News (UK),"""This was a very serious incident"" - home secretary on attempted murder of ex-Russian spy Sergei Skripal. Amber Rud… https://t.co/NxQjWG7w2U",Thu Mar 08 08:05:36 +0000 2018,-0.7425,0.0,0.718,0.282,255
BBC News (UK),Isaiah Haastrup parents announce death of 'brave baby boy' https://t.co/R9OXRuQCnn,Thu Mar 08 07:58:54 +0000 2018,-0.128,0.222,0.523,0.255,256
BBC News (UK),Rise in NI women seeking free abortions https://t.co/FHK7JO5kpO,Thu Mar 08 07:24:49 +0000 2018,0.5106,0.32,0.68,0.0,257
BBC News (UK),RT @BBCJLandale: Excl: UK to promise Gibraltar continued access to UK financial markets after Brexit. NB this matters not just to the Rock…,Thu Mar 08 07:18:27 +0000 2018,0.3453,0.14,0.86,0.0,258
BBC News (UK),Post-Brexit UK financial markets 'offer' for Gibraltar https://t.co/rKGnJyDfCz,Thu Mar 08 06:00:34 +0000 2018,0.0,0.0,1.0,0.0,259
BBC News (UK),Russian spy: Police seek to identify nerve agent source https://t.co/CfGE4ldar4,Thu Mar 08 05:52:03 +0000 2018,0.0,0.0,1.0,0.0,260
BBC News (UK),"Norwood stabbing: Man, 19, charged with murder https://t.co/sMCdqeaOKE",Thu Mar 08 05:23:13 +0000 2018,-0.7579,0.0,0.48,0.52,261
BBC News (UK),Two teenagers killed in crash near Thirsk https://t.co/nXA0SDerxU,Thu Mar 08 02:55:06 +0000 2018,-0.802,0.0,0.455,0.545,262
BBC News (UK),Growth 'more important than Brexit' https://t.co/rLIIF1NyIm,Thu Mar 08 02:27:43 +0000 2018,0.5709,0.54,0.46,0.0,263
BBC News (UK),Pregnant modern slaves face 'shocking' danger https://t.co/qGKuI21zp8,Thu Mar 08 02:10:45 +0000 2018,-0.5267,0.0,0.638,0.362,264
BBC News (UK),Parking and bus lane fine appeals win four times out of 10 https://t.co/TUlQuJozo5,Thu Mar 08 02:10:45 +0000 2018,0.6808,0.337,0.663,0.0,265
BBC News (UK),Tagging plan for domestic abuse suspects in draft bill https://t.co/dRtENop0st,Thu Mar 08 01:54:13 +0000 2018,-0.765,0.0,0.548,0.452,266
BBC News (UK),Save the Children admits 'unsafe behaviour' in workplace https://t.co/3ngvCrmCHM,Thu Mar 08 00:51:48 +0000 2018,0.6597,0.435,0.565,0.0,267
BBC News (UK),"Thursday’s Sun: “Nerve Agent Horror” #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/PMlLYDgybN",Wed Mar 07 22:36:52 +0000 2018,0.0,0.0,1.0,0.0,268
BBC News (UK),"Thursday’s Daily Star: “Hero Cop Hit By Russki Nerve Agent” #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/3VTj9Olzz5",Wed Mar 07 22:36:16 +0000 2018,0.0,0.0,1.0,0.0,269
BBC News (UK),"Thursday’s Daily Mirror: “Cop Poisoned By Nerve Gas Assassins” #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/VtoSCx0AUw",Wed Mar 07 22:35:39 +0000 2018,-0.4939,0.0,0.802,0.198,270
BBC News (UK),"Thursday’s Guardian: “Russian spy and his daughter were poisoned by nerve agent” #bbcpapers #tomorrowspaperstoday
(… https://t.co/G6BYL2kebb",Wed Mar 07 22:34:43 +0000 2018,-0.4939,0.0,0.824,0.176,271
BBC News (UK),"Thursday's Daily Express: ""Corrie Star Bill: My Heartbreak"" #bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/n2FjVmoAzF",Wed Mar 07 22:16:54 +0000 2018,-0.5719,0.0,0.764,0.236,272
BBC News (UK),"Thursday's Daily Telegraph: ""Policeman poisoned by Russian spy nerve agent"" #bbcpapers #tomorrowspaperstoday 
(via… https://t.co/es0OxvH7pe",Wed Mar 07 22:15:30 +0000 2018,-0.4939,0.0,0.802,0.198,273
BBC News (UK),"Thursday's i- ""Russian spy was poisoned with nerve agent"" 
#bbcpapers #tomorrowspaperstoday 
(via @AllieHBNews)
https://t.co/nrljdWeLRD",Wed Mar 07 22:15:07 +0000 2018,-0.4939,0.0,0.802,0.198,274
BBC News (UK),"Thursday's Financial Times: ""Brussels rebuffs May trade vision in warning of inevitable friction"" #bbcpapers… https://t.co/cLUx2fPmEO",Wed Mar 07 22:14:47 +0000 2018,-0.1027,0.115,0.747,0.138,275
BBC News (UK),"Thursday's Metro: ""It WAS Nerve Agent"" 
#tomorrowspaperstoday  #bbcpapers
(via @AllieHBNews)
https://t.co/KH0j3e2prE",Wed Mar 07 22:14:22 +0000 2018,0.0,0.0,1.0,0.0,276
BBC News (UK),Gary Oldman's son defends father over abuse allegation https://t.co/IhL1UmsUni,Wed Mar 07 19:25:19 +0000 2018,-0.6369,0.0,0.656,0.344,277
BBC News (UK),Darren McKie 'laughed on school run after killing wife' https://t.co/oPenLpmtxb,Wed Mar 07 19:20:27 +0000 2018,-0.34,0.195,0.519,0.286,278
BBC News (UK),"""This event poses a low risk to the public"" - Professor Dame Sally Davies, Chief Medical Officer on Russian Spy Inv… https://t.co/HOSjRHdT3v",Wed Mar 07 18:09:26 +0000 2018,-0.4939,0.0,0.811,0.189,279
BBC News (UK),@BBCBreaking Russian Spy Investigation:  Incident is being treated as attempted murder – @metpoliceuk Assistant com… https://t.co/mMbVDN2aGj,Wed Mar 07 17:46:24 +0000 2018,-0.6908,0.0,0.749,0.251,280
BBC News (UK),Nerve agent 'used to try to kill' ex-Russian spy https://t.co/OPXoMSa2XN,Wed Mar 07 17:38:13 +0000 2018,-0.6908,0.0,0.657,0.343,281
BBC News (UK),Save the Children 'failed' to deal with women's complaints https://t.co/xMb1INweUh,Wed Mar 07 17:05:03 +0000 2018,0.128,0.23,0.576,0.194,282
BBC News (UK),"RT @BBCWorld: The girl who sabotaged her own wedding

https://t.co/HA0EbkhFwj https://t.co/BEAmw2ILNN",Wed Mar 07 16:54:42 +0000 2018,0.0,0.0,1.0,0.0,283
BBC News (UK),Fire leaves 12 stranded at top of Blackpool Tower https://t.co/PWlhM0i4fB,Wed Mar 07 16:53:22 +0000 2018,-0.1531,0.148,0.656,0.197,284
BBC News (UK),"RT @bbclaurak: Draft guidelines from the EU display big gaps btw the two sides, but there is a conversation to be had ... https://t.co/d028…",Wed Mar 07 16:43:33 +0000 2018,0.0,0.0,1.0,0.0,285
